Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,City,Weather,Temperature,Humidity,Occasion,Cluster Labels,Segment
chinese,male,fat,37,yes,baby,small,grey,traditional,pink,long sleeve,orange,short,blankets,W4,D9,yes,22,0,12.0,1,Petaling Jaya,Partly cloudy,28,79,Normal Day,2,Third
indian,male,fat,31,yes,toddler,big,grey,formal,green,short_sleeve,blue,short,blankets,W3,D10,no,16,3,20.0,2,Petaling Jaya,Partly cloudy,28,79,Normal Day,2,Third
malay,female,thin,43,yes,toddler,small,black,formal,orange,short_sleeve,grey,short,clothes,W6,D7,yes,36,1,11.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,0,First
indian,female,moderate,53,yes,toddler,big,red,traditional,yellow,short_sleeve,green,long,clothes,W6,D10,no,31,2,8.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,0,First
malay,female,moderate,51,yes,baby,big,red,casual,white,long sleeve,black,short,blankets,W3,D7,no,46,5,15.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
indian,female,thin,39,no,no_kids,small,green,casual,purple,short_sleeve,blue,short,clothes,W5,D9,yes,60,0,18.0,1,Ampang,Partly cloudy,28,79,Normal Day,1,Second
indian,male,moderate,60,yes,young,small,orange,casual,purple,long sleeve,pink,long,clothes,W3,D7,no,37,4,17.0,2,Petaling,Partly cloudy,28,79,Normal Day,0,First
malay,male,moderate,36,yes,toddler,big,grey,formal,green,long sleeve,green,short,clothes,W6,D10,no,47,4,7.0,3,Petaling,Partly cloudy,28,79,Normal Day,1,Second
indian,female,fat,53,yes,toddler,big,purple,formal,purple,long sleeve,blue,long,clothes,W4,D8,yes,41,0,12.0,3,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
foreigner,female,thin,36,no,no_kids,big,orange,traditional,orange,long sleeve,blue,long,clothes,W6,D7,yes,41,3,9.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
foreigner,female,thin,19,yes,baby,big,black,formal,white,short_sleeve,orange,long,blankets,W3,D7,no,26,1,12.0,2,Petaling,Partly cloudy,28,79,Normal Day,2,Third
foreigner,male,moderate,59,yes,young,small,purple,formal,orange,long sleeve,orange,short,blankets,W3,D9,no,40,0,9.0,2,Petaling Jaya,Partly cloudy,28,79,Normal Day,0,First
chinese,female,moderate,18,no,no_kids,big,green,casual,green,short_sleeve,blue,long,clothes,W4,D9,no,52,0,17.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
foreigner,female,fat,53,no,no_kids,big,red,traditional,grey,short_sleeve,blue,short,clothes,W6,D9,no,49,1,21.0,2,Petaling Jaya,Partly cloudy,28,79,Normal Day,1,Second
indian,male,moderate,35,yes,toddler,small,black,traditional,grey,short_sleeve,blue,long,clothes,W5,D10,no,41,0,15.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
foreigner,male,moderate,45,no,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,W4,D8,yes,18,5,9.0,3,Petaling,Partly cloudy,28,79,Normal Day,0,First
indian,female,thin,44,yes,toddler,big,green,formal,grey,short_sleeve,yellow,long,clothes,W3,D8,no,23,0,8.0,1,Shah Alam,Partly cloudy,28,79,Normal Day,0,First
indian,female,thin,43,yes,toddler,big,purple,traditional,blue,short_sleeve,white,short,blankets,W3,D10,no,26,1,21.0,1,Petaling Jaya,Partly cloudy,28,79,Normal Day,0,First
foreigner,male,fat,46,yes,baby,big,pink,casual,yellow,short_sleeve,green,long,blankets,W6,D7,yes,51,2,18.0,2,Shah Alam,Partly cloudy,28,79,Normal Day,1,Second
indian,female,thin,22,yes,young,small,red,formal,white,short_sleeve,red,long,clothes,W6,D8,yes,58,2,8.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
chinese,female,thin,20,yes,toddler,small,purple,formal,blue,short_sleeve,white,long,clothes,W4,D8,no,11,4,14.0,2,Shah Alam,Partly cloudy,28,79,Normal Day,2,Third
indian,male,fat,52,yes,young,big,black,formal,red,long sleeve,red,short,blankets,W4,D9,no,34,3,13.0,3,Petaling Jaya,Partly cloudy,28,79,Normal Day,0,First
foreigner,female,fat,21,yes,young,big,blue,traditional,orange,short_sleeve,yellow,short,blankets,W5,D10,no,54,5,8.0,1,Ampang,Partly cloudy,28,79,Normal Day,1,Second
indian,female,thin,22,yes,toddler,big,pink,formal,white,long sleeve,black,long,clothes,W3,D10,yes,23,5,21.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,2,Third
indian,male,fat,31,yes,baby,small,orange,casual,purple,short_sleeve,grey,long,clothes,W4,D8,no,30,2,10.0,3,Petaling Jaya,Partly cloudy,28,79,Normal Day,2,Third
indian,female,thin,33,yes,toddler,small,pink,traditional,brown,long sleeve,green,short,clothes,W3,D9,no,58,3,12.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
foreigner,male,fat,58,yes,baby,big,green,casual,black,long sleeve,yellow,short,blankets,W6,D8,yes,57,1,18.0,3,Petaling Jaya,Partly cloudy,28,79,Normal Day,1,Second
indian,female,fat,24,yes,baby,big,purple,formal,orange,long sleeve,blue,long,clothes,W3,D10,no,38,3,19.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,2,Third
indian,male,moderate,43,no,no_kids,small,blue,casual,purple,short_sleeve,blue,long,blankets,W6,D10,no,59,1,17.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
indian,female,fat,36,no,no_kids,big,white,casual,grey,short_sleeve,brown,short,clothes,W3,D10,no,59,4,14.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
indian,male,moderate,31,no,no_kids,big,orange,formal,orange,long sleeve,orange,short,blankets,W5,D8,no,53,2,19.0,3,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
chinese,male,thin,20,yes,baby,big,black,traditional,white,short_sleeve,brown,long,clothes,W5,D7,no,53,0,14.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
foreigner,female,fat,42,yes,toddler,big,pink,formal,yellow,long sleeve,blue,short,blankets,W6,D7,no,11,2,15.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,0,First
chinese,female,moderate,40,yes,toddler,small,white,traditional,brown,short_sleeve,green,long,clothes,W6,D7,yes,49,1,14.0,2,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
indian,female,fat,33,yes,baby,big,pink,formal,orange,short_sleeve,white,long,blankets,W4,D9,yes,59,2,14.0,3,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
chinese,female,moderate,27,yes,toddler,small,yellow,formal,white,long sleeve,grey,short,clothes,W3,D9,no,30,1,12.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,2,Third
foreigner,female,fat,44,yes,toddler,big,white,formal,black,short_sleeve,white,short,clothes,W5,D10,no,51,2,7.0,2,Petaling,Partly cloudy,28,79,Normal Day,1,Second
indian,female,thin,50,no,no_kids,small,black,casual,red,long_sleeve,orange,short,clothes,W6,D7,yes,58,3,17.0,1,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
indian,female,thin,49,yes,toddler,small,orange,traditional,brown,short_sleeve,blue,long,clothes,W5,D7,yes,44,3,11.0,3,Kuala Lumpur,Partly cloudy,28,79,Normal Day,1,Second
malay,male,moderate,20,yes,young,small,pink,formal,purple,long sleeve,orange,long,clothes,W4,D9,yes,13,3,19.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
indian,male,moderate,41,yes,toddler,small,white,traditional,red,long sleeve,black,long,clothes,W6,D8,yes,36,5,12.0,1,Ampang,Passing clouds,28,79,Normal Day,0,First
malay,male,thin,18,yes,young,big,grey,casual,green,long sleeve,grey,short,clothes,W4,D8,yes,20,3,9.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
chinese,male,thin,40,yes,baby,big,brown,traditional,yellow,long sleeve,blue,long,clothes,W6,D8,no,31,1,18.0,3,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
foreigner,male,fat,58,yes,toddler,big,orange,casual,green,short_sleeve,blue,long,clothes,W3,D8,yes,24,4,15.0,1,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
malay,female,fat,40,no,no_kids,small,purple,traditional,black,short_sleeve,blue,long,clothes,W5,D7,yes,35,1,15.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
foreigner,male,thin,44,yes,toddler,big,orange,traditional,orange,short_sleeve,brown,long,clothes,W3,D9,no,31,4,21.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
malay,male,moderate,41,yes,toddler,small,purple,traditional,blue,long sleeve,blue,short,clothes,W4,D7,no,56,0,18.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
chinese,female,moderate,53,yes,young,small,purple,formal,pink,short_sleeve,blue,long,clothes,W5,D7,no,21,4,7.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
foreigner,female,fat,54,yes,toddler,big,black,traditional,black,short_sleeve,grey,long,clothes,W6,D8,no,19,2,20.0,1,Petaling,Passing clouds,28,79,Normal Day,0,First
indian,male,moderate,43,yes,young,big,red,traditional,white,long sleeve,yellow,short,blankets,W6,D8,yes,49,1,20.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
foreigner,female,thin,60,no,no_kids,small,orange,traditional,brown,long sleeve,orange,long,blankets,W6,D7,yes,20,2,10.0,2,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
chinese,male,thin,46,yes,toddler,small,orange,casual,black,short_sleeve,black,long,clothes,W5,D9,no,33,2,13.0,2,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
malay,female,thin,42,yes,baby,big,pink,formal,black,short_sleeve,blue,short,clothes,W4,D9,yes,13,4,9.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
foreigner,male,thin,21,yes,toddler,small,blue,traditional,white,short_sleeve,white,short,clothes,W5,D7,yes,23,4,15.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,2,Third
indian,female,thin,57,yes,toddler,small,red,casual,black,long sleeve,blue,short,blankets,W3,D9,yes,36,5,7.0,1,Petaling,Passing clouds,28,79,Normal Day,0,First
foreigner,female,thin,54,no,no_kids,small,pink,traditional,black,short_sleeve,orange,long,clothes,W6,D10,no,22,5,20.0,1,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
foreigner,female,fat,38,yes,young,big,black,formal,white,long sleeve,grey,long,clothes,W4,D9,no,32,5,12.0,1,Petaling Jaya,Passing clouds,28,79,Normal Day,2,Third
chinese,female,thin,52,yes,toddler,big,purple,casual,black,short_sleeve,grey,long,clothes,W3,D7,no,42,3,10.0,3,Ampang,Passing clouds,28,79,Normal Day,1,Second
malay,male,thin,56,yes,toddler,big,red,formal,brown,long sleeve,yellow,short,clothes,W5,D8,no,58,3,13.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
malay,male,fat,59,yes,young,big,white,traditional,black,long sleeve,blue,long,clothes,W6,D8,no,33,3,15.0,3,Petaling,Passing clouds,28,79,Normal Day,0,First
indian,male,moderate,20,yes,toddler,small,grey,formal,yellow,long sleeve,brown,long,clothes,W5,D9,no,48,3,7.0,2,Shah Alam,Passing clouds,28,79,Normal Day,1,Second
chinese,male,moderate,23,yes,young,small,blue,formal,purple,long sleeve,green,long,blankets,W6,D9,no,20,2,20.0,3,Petaling Jaya,Passing clouds,28,79,Normal Day,2,Third
indian,male,fat,30,no,no_kids,small,black,casual,green,long sleeve,orange,short,blankets,W5,D7,yes,52,3,12.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
indian,male,thin,40,yes,young,big,brown,casual,pink,long sleeve,pink,long,blankets,W5,D7,yes,50,5,10.0,3,Ampang,Passing clouds,28,79,Normal Day,1,Second
foreigner,female,thin,38,yes,baby,big,white,traditional,white,short_sleeve,purple,long,clothes,W6,D8,no,49,4,11.0,3,Petaling,Passing clouds,28,79,Normal Day,1,Second
malay,female,fat,45,yes,baby,big,orange,casual,white,short_sleeve,purple,short,clothes,W4,D10,no,18,2,20.0,2,Petaling Jaya,Passing clouds,28,79,Normal Day,0,First
chinese,female,fat,40,yes,young,small,grey,casual,black,long sleeve,blue,short,clothes,W6,D10,yes,39,1,13.0,2,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
indian,female,moderate,49,no,no_kids,big,yellow,formal,white,short_sleeve,red,long,blankets,W3,D10,no,48,3,10.0,1,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
foreigner,male,fat,25,yes,baby,small,pink,casual,black,long sleeve,blue,short,blankets,W3,D8,yes,55,0,11.0,2,Petaling Jaya,Passing clouds,28,79,Normal Day,1,Second
indian,male,fat,58,yes,toddler,small,blue,formal,orange,short_sleeve,blue,long,blankets,W6,D8,yes,37,1,12.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
foreigner,female,fat,48,yes,baby,big,white,traditional,grey,short_sleeve,red,short,blankets,W6,D9,no,15,5,11.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,0,First
malay,male,moderate,21,no,no_kids,big,white,formal,brown,long sleeve,brown,short,clothes,W6,D9,yes,57,0,9.0,3,Kuala Lumpur,Passing clouds,28,79,Normal Day,1,Second
foreigner,male,moderate,58,no,no_kids,small,yellow,formal,purple,long sleeve,blue,short,blankets,W3,D10,no,36,0,10.0,3,Ampang,Passing clouds,28,79,Normal Day,0,First
indian,male,fat,56,yes,toddler,small,red,casual,black,long sleeve,brown,short,blankets,W5,D10,no,44,1,19.0,1,Petaling,Partly cloudy,29,73,Normal Day,1,Second
chinese,female,thin,59,yes,toddler,big,red,formal,black,long sleeve,purple,long,blankets,W3,D10,no,12,5,21.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,0,First
malay,male,thin,42,yes,baby,small,blue,formal,pink,long sleeve,blue,long,blankets,W5,D10,yes,31,4,12.0,3,Petaling,Partly cloudy,29,73,Normal Day,0,First
indian,male,moderate,36,yes,toddler,small,orange,formal,white,short_sleeve,white,long,clothes,W5,D10,yes,28,4,16.0,1,Petaling Jaya,Partly cloudy,29,73,Normal Day,2,Third
foreigner,male,moderate,19,yes,toddler,big,black,casual,orange,short_sleeve,green,long,blankets,W6,D10,no,30,2,19.0,3,Kuala Lumpur,Partly cloudy,29,73,Normal Day,2,Third
chinese,female,moderate,43,no,no_kids,small,black,casual,grey,short_sleeve,blue,long,clothes,W6,D9,no,21,3,21.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,0,First
malay,male,fat,31,yes,toddler,big,red,casual,blue,long sleeve,red,long,blankets,W5,D8,no,35,2,17.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,2,Third
malay,male,thin,39,yes,toddler,small,orange,casual,blue,long sleeve,white,short,blankets,W5,D9,yes,49,1,19.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
indian,male,moderate,45,yes,young,big,green,traditional,black,long sleeve,blue,long,clothes,W3,D8,no,54,1,14.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
malay,female,thin,28,yes,baby,small,green,traditional,white,short_sleeve,blue,short,clothes,W5,D7,no,22,5,12.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,2,Third
foreigner,female,moderate,22,no,no_kids,big,orange,casual,green,long sleeve,grey,long,clothes,W3,D9,yes,50,5,8.0,3,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
indian,male,fat,50,yes,young,big,yellow,casual,white,short_sleeve,blue,long,blankets,W4,D10,yes,58,2,21.0,2,Ampang,Partly cloudy,29,73,Normal Day,1,Second
malay,male,moderate,46,no,no_kids,small,blue,traditional,purple,short_sleeve,blue,long,blankets,W5,D8,yes,38,5,16.0,3,Petaling Jaya,Partly cloudy,29,73,Normal Day,0,First
indian,male,moderate,41,yes,toddler,big,yellow,casual,purple,long sleeve,pink,short,blankets,W4,D10,yes,52,5,20.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
chinese,male,thin,21,no,no_kids,big,green,casual,black,short_sleeve,blue,long,blankets,W6,D7,no,13,3,9.0,1,Petaling Jaya,Partly cloudy,29,73,Normal Day,2,Third
foreigner,female,moderate,28,no,no_kids,small,pink,traditional,orange,short_sleeve,grey,short,clothes,W4,D7,no,16,1,15.0,3,Petaling Jaya,Partly cloudy,29,73,Normal Day,2,Third
indian,female,moderate,37,no,no_kids,big,brown,formal,black,long sleeve,brown,long,blankets,W4,D7,no,35,3,8.0,2,Shah Alam,Partly cloudy,29,73,Normal Day,2,Third
malay,male,moderate,30,no,no_kids,small,red,casual,orange,short_sleeve,pink,short,blankets,W3,D10,yes,60,3,11.0,1,Petaling,Partly cloudy,29,73,Normal Day,1,Second
chinese,male,moderate,48,no,no_kids,big,white,traditional,white,long sleeve,pink,short,clothes,W4,D8,yes,14,4,18.0,1,Kuala Lumpur,Partly cloudy,29,73,Normal Day,0,First
malay,male,thin,35,no,no_kids,big,green,casual,red,long sleeve,pink,long,blankets,W5,D10,yes,39,0,10.0,1,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
malay,male,moderate,52,yes,baby,small,pink,formal,black,short_sleeve,orange,short,blankets,W5,D7,no,47,5,18.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
chinese,female,fat,51,no,no_kids,small,purple,casual,brown,short_sleeve,pink,short,clothes,W5,D8,no,36,4,13.0,2,Kuala Lumpur,Partly cloudy,29,73,Normal Day,0,First
malay,male,moderate,50,yes,toddler,small,yellow,formal,black,short_sleeve,blue,long,blankets,W5,D9,no,22,2,16.0,3,Kuala Lumpur,Partly cloudy,29,73,Normal Day,0,First
chinese,male,thin,25,yes,young,small,black,formal,blue,short_sleeve,pink,long,clothes,W6,D9,no,53,3,21.0,3,Petaling Jaya,Partly cloudy,29,73,Normal Day,1,Second
malay,female,thin,22,yes,baby,small,white,casual,blue,short_sleeve,red,short,clothes,W3,D8,no,38,1,9.0,3,Petaling,Partly cloudy,29,73,Normal Day,2,Third
indian,female,moderate,55,yes,toddler,big,brown,formal,white,short_sleeve,yellow,short,clothes,W3,D9,no,17,1,13.0,1,Ampang,Partly cloudy,29,73,Normal Day,0,First
malay,female,moderate,55,yes,toddler,big,orange,formal,yellow,long sleeve,purple,short,clothes,W5,D8,no,57,4,10.0,1,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
indian,male,thin,18,yes,toddler,big,yellow,casual,brown,long sleeve,red,short,clothes,W6,D8,yes,53,0,16.0,3,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
chinese,female,moderate,32,no,no_kids,small,white,casual,yellow,short_sleeve,blue,long,blankets,W5,D7,yes,24,1,21.0,3,Kuala Lumpur,Partly cloudy,29,73,Normal Day,2,Third
chinese,female,fat,25,yes,young,small,white,traditional,green,long sleeve,green,short,clothes,W5,D10,yes,14,5,10.0,3,Ampang,Partly cloudy,29,73,Normal Day,2,Third
indian,male,thin,49,yes,young,big,green,formal,red,short_sleeve,blue,long,clothes,W3,D7,yes,45,3,14.0,1,Kuala Lumpur,Partly cloudy,29,73,Normal Day,1,Second
malay,male,moderate,48,no,no_kids,small,red,traditional,black,short_sleeve,black,long,blankets,W5,D7,no,23,1,13.0,1,Kuala Lumpur,Partly cloudy,29,73,Normal Day,0,First
indian,female,moderate,36,yes,young,small,orange,casual,purple,short_sleeve,blue,long,blankets,W6,D7,no,30,1,15.0,1,Petaling,Partly cloudy,29,73,Normal Day,2,Third
chinese,male,moderate,51,no,no_kids,big,white,casual,red,short_sleeve,white,short,clothes,W6,D9,yes,19,5,21.0,3,Petaling Jaya,Partly cloudy,29,73,Normal Day,0,First
chinese,female,fat,45,yes,toddler,small,yellow,traditional,pink,long sleeve,pink,long,blankets,W6,D10,yes,16,3,20.0,1,Petaling,Partly cloudy,29,73,Normal Day,0,First
foreigner,male,thin,52,yes,young,big,purple,traditional,white,long sleeve,orange,short,clothes,W6,D7,no,23,3,7.0,3,Shah Alam,Passing clouds,29,73,Normal Day,0,First
malay,female,moderate,18,yes,young,big,blue,formal,green,short_sleeve,black,short,clothes,W5,D10,no,17,5,10.0,3,Shah Alam,Passing clouds,29,73,Normal Day,2,Third
indian,female,fat,29,yes,baby,big,pink,casual,green,short_sleeve,black,long,clothes,W3,D10,no,59,0,12.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
indian,female,moderate,50,no,no_kids,big,pink,formal,orange,long sleeve,blue,short,clothes,W3,D8,no,58,0,17.0,2,Petaling Jaya,Passing clouds,29,73,Normal Day,1,Second
malay,female,fat,43,yes,toddler,small,yellow,formal,white,short_sleeve,blue,short,blankets,W6,D8,no,40,1,15.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
chinese,male,moderate,22,yes,toddler,small,pink,casual,red,short_sleeve,blue,short,blankets,W3,D7,yes,12,1,18.0,3,Kuala Lumpur,Passing clouds,29,73,Normal Day,2,Third
foreigner,female,thin,31,yes,young,small,yellow,formal,yellow,long sleeve,blue,long,clothes,W6,D10,no,11,0,18.0,2,Petaling,Passing clouds,29,73,Normal Day,2,Third
chinese,male,fat,37,yes,young,big,orange,formal,brown,long sleeve,pink,long,blankets,W6,D7,no,51,2,13.0,2,Ampang,Passing clouds,29,73,Normal Day,1,Second
indian,male,moderate,43,yes,toddler,big,brown,formal,red,long sleeve,grey,long,clothes,W3,D8,yes,20,1,21.0,3,Kuala Lumpur,Passing clouds,29,73,Normal Day,0,First
indian,female,thin,20,yes,baby,small,pink,traditional,white,short_sleeve,blue,long,clothes,W6,D9,yes,55,3,8.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
malay,female,moderate,45,yes,toddler,big,grey,formal,brown,long sleeve,pink,long,clothes,W5,D7,no,59,5,7.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
indian,female,thin,21,no,no_kids,small,yellow,formal,blue,long sleeve,blue,short,blankets,W6,D10,no,57,2,20.0,3,Petaling Jaya,Passing clouds,29,73,Normal Day,1,Second
foreigner,male,thin,45,yes,young,small,purple,casual,orange,short_sleeve,black,short,clothes,W3,D8,no,43,4,8.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
indian,male,thin,31,yes,toddler,big,brown,formal,white,short_sleeve,red,short,blankets,W4,D9,yes,30,3,14.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,2,Third
indian,female,fat,36,yes,baby,small,black,formal,orange,short_sleeve,black,long,clothes,W5,D9,yes,26,2,18.0,2,Ampang,Passing clouds,29,73,Normal Day,2,Third
chinese,male,fat,58,yes,toddler,big,brown,formal,blue,short_sleeve,purple,short,blankets,W5,D9,yes,22,2,21.0,3,Petaling,Passing clouds,29,73,Normal Day,0,First
indian,male,thin,19,yes,young,big,black,traditional,black,long sleeve,blue,long,blankets,W6,D8,no,38,4,16.0,1,Petaling Jaya,Passing clouds,29,73,Normal Day,2,Third
malay,male,thin,58,no,no_kids,small,green,traditional,grey,short_sleeve,black,long,clothes,W5,D10,yes,21,0,10.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,0,First
foreigner,male,moderate,52,yes,toddler,big,purple,formal,yellow,short_sleeve,orange,short,blankets,W5,D7,yes,42,3,7.0,3,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
foreigner,female,moderate,44,yes,baby,big,yellow,formal,blue,long sleeve,blue,short,clothes,W4,D7,no,44,5,14.0,2,Petaling Jaya,Passing clouds,29,73,Normal Day,1,Second
malay,female,thin,55,yes,toddler,small,red,casual,white,short_sleeve,green,long,blankets,W6,D8,yes,60,0,14.0,3,Ampang,Passing clouds,29,73,Normal Day,1,Second
foreigner,female,thin,52,no,no_kids,small,green,casual,orange,long sleeve,blue,long,blankets,W4,D10,no,32,2,20.0,1,Petaling Jaya,Passing clouds,29,73,Normal Day,0,First
malay,female,thin,38,yes,young,small,blue,casual,pink,long sleeve,red,long,blankets,W5,D8,no,44,4,19.0,3,Petaling Jaya,Passing clouds,29,73,Normal Day,1,Second
foreigner,female,moderate,54,yes,baby,small,white,traditional,pink,short_sleeve,green,long,blankets,W5,D10,yes,12,3,19.0,2,Kuala Lumpur,Passing clouds,29,73,Normal Day,0,First
indian,male,fat,59,yes,toddler,big,black,casual,brown,long sleeve,orange,long,blankets,W3,D7,yes,40,0,18.0,2,Kuala Lumpur,Passing clouds,29,73,Normal Day,0,First
indian,female,moderate,44,yes,toddler,small,blue,formal,orange,long sleeve,pink,short,clothes,W3,D9,yes,46,4,16.0,3,Petaling Jaya,Passing clouds,29,73,Normal Day,1,Second
foreigner,female,moderate,36,yes,toddler,big,purple,formal,grey,short_sleeve,yellow,short,clothes,W6,D10,no,35,1,14.0,2,Kuala Lumpur,Passing clouds,29,73,Normal Day,2,Third
chinese,male,fat,21,yes,young,small,brown,casual,pink,long sleeve,pink,short,clothes,W6,D7,no,41,5,19.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,2,Third
chinese,male,moderate,28,yes,young,small,yellow,traditional,purple,short_sleeve,blue,long,blankets,W5,D10,yes,27,4,18.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,2,Third
malay,female,thin,53,yes,baby,small,red,formal,yellow,short_sleeve,purple,short,clothes,W3,D8,no,22,4,17.0,1,Kuala Lumpur,Passing clouds,29,73,Normal Day,0,First
foreigner,male,thin,28,yes,young,small,blue,formal,black,long sleeve,green,long,clothes,W6,D10,yes,23,5,10.0,1,Petaling Jaya,Passing clouds,29,73,Normal Day,2,Third
foreigner,male,thin,24,yes,young,big,green,casual,blue,long sleeve,orange,long,blankets,W3,D9,yes,60,2,21.0,2,Kuala Lumpur,Passing clouds,29,73,Normal Day,1,Second
malay,male,moderate,60,yes,young,small,green,traditional,white,long sleeve,blue,long,blankets,W3,D9,no,24,5,13.0,2,Kuala Lumpur,Passing clouds,29,73,Normal Day,0,First
foreigner,male,moderate,37,yes,young,small,grey,casual,red,long sleeve,blue,long,clothes,W3,D10,no,24,4,19.0,3,Petaling,Passing clouds,29,75,Normal Day,2,Third
foreigner,male,moderate,26,yes,young,big,white,formal,white,short_sleeve,brown,long,clothes,W4,D10,no,45,5,9.0,2,Petaling Jaya,Passing clouds,29,75,Normal Day,1,Second
indian,female,moderate,34,yes,baby,small,green,traditional,red,long sleeve,blue,long,clothes,W3,D9,no,17,4,17.0,3,Petaling Jaya,Passing clouds,29,75,Normal Day,2,Third
indian,female,moderate,21,yes,young,small,green,formal,blue,long sleeve,orange,long,clothes,W3,D9,no,39,2,13.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,2,Third
malay,female,fat,54,yes,toddler,big,yellow,traditional,red,short_sleeve,black,short,blankets,W5,D7,yes,20,0,12.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,0,First
indian,female,moderate,48,no,no_kids,big,white,formal,brown,long sleeve,brown,short,clothes,W4,D10,no,29,1,12.0,3,Kuala Lumpur,Passing clouds,29,75,Normal Day,0,First
chinese,female,thin,55,yes,baby,small,yellow,formal,pink,short_sleeve,brown,short,blankets,W6,D7,yes,51,0,13.0,2,Petaling Jaya,Passing clouds,29,75,Normal Day,1,Second
indian,male,moderate,33,no,no_kids,small,green,traditional,black,short_sleeve,black,short,clothes,W6,D9,no,39,0,13.0,2,Kuala Lumpur,Passing clouds,29,75,Normal Day,1,Second
